SalePrice,LotFrontage,LotArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,MiscVal
277500,60.0,7313,1153.0,408.0,1561.0,0,1561,1.0,2,0,2,1,1,2.0,203,47,0,0,0,0
309000,108.0,13418,0.0,1117.0,1117.0,1320,2452,0.0,3,1,4,1,1,3.0,113,32,0,0,0,0
145000,112.0,10859,0.0,1097.0,1097.0,0,1097,0.0,1,1,3,1,0,2.0,392,64,0,0,0,0
153000,74.0,8532,1213.0,84.0,1297.0,0,1297,0.0,1,0,3,1,1,2.0,0,0,0,0,0,0
109000,68.0,7922,731.0,326.0,1057.0,0,1057,1.0,1,0,3,1,0,1.0,0,52,0,0,0,0
82000,65.0,6040,0.0,0.0,0.0,0,1152,0.0,2,0,2,2,0,0.0,0,0,0,0,0,0
160000,84.0,8658,643.0,445.0,1088.0,0,1324,0.0,2,0,3,1,1,2.0,0,138,0,0,0,0
170000,115.0,16905,967.0,383.0,1350.0,0,1328,0.0,1,1,2,1,2,1.0,0,104,0,0,0,0
144000,70.04995836802665,9180,747.0,0.0,840.0,0,884,1.0,1,0,2,1,0,2.0,240,0,0,0,0,0
130250,70.04995836802665,9200,280.0,167.0,938.0,0,938,1.0,1,0,3,1,0,1.0,145,0,0,0,0,0
141000,70.0,7945,179.0,465.0,1150.0,0,1150,1.0,1,0,3,1,0,1.0,0,0,0,0,0,0
319900,61.0,7658,456.0,1296.0,1752.0,0,1752,1.0,2,0,2,1,1,2.0,196,82,0,0,0,0
239686,48.0,12822,1351.0,83.0,1434.0,631,2149,1.0,1,1,1,1,1,2.0,168,43,0,198,0,0
249700,84.0,11096,24.0,1632.0,1656.0,0,1656,0.0,2,0,3,1,0,3.0,0,146,0,0,0,0
113000,33.0,4456,0.0,736.0,736.0,716,1452,0.0,2,0,2,3,0,0.0,0,0,102,0,0,0
127000,66.0,7742,763.0,192.0,955.0,0,955,1.0,1,0,3,1,0,1.0,0,0,0,0,0,0
177000,70.04995836802665,13869,182.0,612.0,794.0,676,1470,0.0,2,0,3,1,0,2.0,0,75,0,0,0,0
114500,52.0,6240,0.0,816.0,816.0,0,1176,0.0,1,0,3,1,1,2.0,112,0,0,0,0,400
110000,110.0,8472,104.0,0.0,816.0,0,816,1.0,1,0,2,1,0,2.0,106,0,0,0,0,0
385000,68.0,50271,1810.0,32.0,1842.0,0,1842,2.0,0,1,0,1,1,3.0,857,72,0,0,0,0
130000,60.0,7134,384.0,0.0,384.0,0,1360,0.0,1,0,3,1,1,2.0,0,50,0,0,0,0
180500,100.0,10175,490.0,935.0,1425.0,0,1425,0.0,2,0,3,1,1,2.0,0,0,0,0,0,0
172500,24.0,2645,649.0,321.0,970.0,756,1739,1.0,2,1,3,1,0,2.0,115,0,0,0,0,0
196500,89.0,11645,0.0,860.0,860.0,860,1720,0.0,2,1,3,1,0,2.0,0,70,0,0,0,0
438780,66.0,13682,0.0,1410.0,1410.0,1519,2945,0.0,3,1,3,1,1,3.0,192,0,37,0,0,0
124900,60.0,7200,632.0,148.0,780.0,0,780,0.0,1,0,2,1,0,1.0,196,0,0,0,0,0
158000,63.0,13072,941.0,217.0,1158.0,0,1158,1.0,1,1,3,1,0,2.0,0,50,0,0,0,0
101000,60.0,7200,0.0,530.0,530.0,530,1111,0.0,1,0,3,1,0,1.0,0,0,144,0,0,0
202500,44.0,6442,24.0,1346.0,1370.0,0,1370,0.0,2,0,2,1,1,2.0,120,49,0,0,0,0
140000,50.0,10300,0.0,576.0,576.0,808,1710,0.0,2,0,3,1,0,2.0,12,11,64,0,0,0
219500,70.04995836802665,9375,739.0,318.0,1057.0,977,2034,1.0,2,1,3,1,0,2.0,576,36,0,0,0,0
317000,76.0,9591,0.0,1143.0,1143.0,1330,2473,0.0,2,1,4,1,1,3.0,192,151,0,0,0,0
180000,70.04995836802665,19900,912.0,1035.0,1947.0,0,2207,1.0,2,0,3,1,1,2.0,301,0,0,0,0,0
226000,72.0,10665,1013.0,440.0,1453.0,0,1479,1.0,2,0,3,1,0,2.0,144,29,0,0,0,0
80000,47.0,4608,0.0,747.0,747.0,0,747,0.0,1,0,2,1,0,1.0,0,0,0,0,0,0
225000,81.0,15593,603.0,701.0,1304.0,983,2287,0.0,2,0,3,1,1,2.0,0,21,114,0,0,0
244000,95.0,13651,1880.0,343.0,2223.0,0,2223,1.0,2,0,3,1,2,2.0,300,0,0,0,0,0
129500,69.0,7599,565.0,280.0,845.0,0,845,1.0,1,0,2,1,0,2.0,0,0,0,0,0,0
185000,74.0,10141,0.0,832.0,832.0,833,1718,0.0,2,1,3,1,1,2.0,0,94,0,291,0,0
144900,85.0,10200,320.0,404.0,1086.0,0,1086,1.0,1,0,3,1,0,2.0,0,0,0,0,0,0
107400,60.0,5790,0.0,840.0,840.0,765,1605,0.0,2,0,3,2,0,1.0,0,0,202,0,0,0
91000,21.0,1596,462.0,0.0,462.0,462,988,1.0,1,0,2,1,0,1.0,120,101,0,0,0,0
135750,70.04995836802665,8475,228.0,724.0,952.0,0,952,0.0,1,0,2,1,0,1.0,0,0,0,0,0,0
127000,50.0,8635,336.0,295.0,672.0,213,1285,1.0,1,0,2,1,0,1.0,0,0,0,0,0,0
136500,72.0,10778,0.0,1768.0,1768.0,0,1768,0.0,2,0,4,2,0,0.0,0,0,0,0,0,0
110000,60.0,10440,0.0,440.0,440.0,548,1230,0.0,1,1,2,1,0,2.0,74,0,128,0,0,0
193500,100.0,13000,448.0,448.0,896.0,960,2142,0.0,2,1,4,1,1,1.0,0,72,0,252,0,0
153500,32.0,4500,1201.0,36.0,1237.0,0,1337,1.0,2,0,2,1,0,2.0,0,199,0,0,0,0
245000,78.0,10206,33.0,1530.0,1563.0,0,1563,0.0,2,0,3,1,1,3.0,144,99,0,0,0,0
126500,80.0,8892,0.0,1065.0,1065.0,0,1065,0.0,1,1,3,1,0,2.0,74,0,0,0,0,0
168500,70.04995836802665,8530,0.0,384.0,384.0,670,1474,0.0,2,1,3,1,1,2.0,120,72,0,0,0,700
260000,121.0,16059,0.0,1288.0,1288.0,1116,2417,0.0,2,1,4,1,1,2.0,127,82,0,0,0,0
174000,122.0,11911,0.0,684.0,684.0,876,1560,0.0,2,1,3,1,1,2.0,100,38,0,0,0,0
164500,40.0,3951,0.0,612.0,612.0,612,1224,0.0,2,1,2,1,0,2.0,0,234,0,0,0,0
85000,105.0,8470,0.0,1013.0,1013.0,0,1526,0.0,1,0,2,1,0,0.0,0,0,156,0,0,0
123600,60.0,8070,588.0,402.0,990.0,0,990,1.0,1,0,3,1,0,0.0,0,0,0,0,0,0
109900,60.0,7200,0.0,0.0,0.0,0,1040,0.0,1,0,2,1,0,2.0,0,29,0,0,0,0
98600,85.0,8500,600.0,635.0,1235.0,0,1235,0.0,1,0,2,1,0,2.0,0,0,0,0,0,0
163500,80.0,13360,713.0,163.0,876.0,0,964,1.0,1,0,2,1,0,2.0,0,0,44,0,0,0
133900,60.0,7200,1046.0,168.0,1214.0,1031,2291,0.0,2,0,4,2,1,2.0,0,0,0,99,0,0
204750,69.0,9337,648.0,176.0,824.0,881,1786,1.0,2,1,3,1,0,2.0,0,162,0,0,0,0
185000,70.04995836802665,9765,310.0,370.0,680.0,790,1470,0.0,2,1,3,1,1,2.0,232,63,0,0,0,480
214000,78.0,10264,1162.0,426.0,1588.0,0,1588,0.0,2,0,3,1,0,2.0,158,29,0,0,0,0
94750,73.0,10921,520.0,440.0,960.0,0,960,1.0,1,0,3,1,0,1.0,120,0,0,0,0,0
83000,85.0,10625,108.0,350.0,458.0,0,835,0.0,1,0,2,1,0,1.0,0,0,77,0,0,400
128950,77.0,9320,569.0,381.0,950.0,0,1225,1.0,1,1,3,1,0,0.0,352,0,0,0,0,400
205000,70.04995836802665,10603,1200.0,410.0,1610.0,0,1610,1.0,2,0,3,1,2,2.0,168,68,0,0,0,0
178000,77.0,9206,0.0,741.0,741.0,755,1732,0.0,2,1,3,1,1,2.0,192,46,0,0,0,0
118964,64.0,7018,0.0,0.0,0.0,0,1535,0.0,2,0,4,2,0,2.0,0,0,0,0,0,0
198900,94.0,10402,0.0,1226.0,1226.0,0,1226,0.0,2,0,3,1,0,3.0,0,36,0,0,0,0
169500,70.04995836802665,7758,224.0,816.0,1040.0,592,1818,0.0,1,1,4,1,2,1.0,0,0,0,184,0,0
250000,75.0,9375,0.0,1053.0,1053.0,939,1992,0.0,2,1,3,1,1,2.0,140,45,0,0,0,0
100000,60.0,10800,0.0,641.0,641.0,0,1047,0.0,1,0,2,1,0,1.0,0,0,0,0,0,450
115000,50.0,6000,104.0,516.0,789.0,0,789,0.0,1,0,2,1,0,1.0,0,0,0,0,0,0
115000,85.0,8500,0.0,793.0,793.0,520,1517,0.0,2,0,3,1,0,0.0,0,0,144,0,0,0
190000,105.0,11751,705.0,1139.0,1844.0,0,1844,0.0,2,0,3,1,1,2.0,0,122,0,0,0,0
136900,75.0,9525,444.0,550.0,994.0,639,1855,0.0,2,0,4,1,0,1.0,182,0,0,0,0,0
180000,70.04995836802665,7750,250.0,134.0,384.0,656,1430,0.0,2,1,3,1,1,2.0,180,0,0,0,0,0
383970,77.0,9965,984.0,280.0,1264.0,1414,2696,1.0,2,1,4,1,1,3.0,120,184,0,168,0,0
217000,70.04995836802665,21000,35.0,905.0,1809.0,0,2259,1.0,2,0,3,1,2,2.0,166,120,192,0,0,0
259500,61.0,7259,774.0,104.0,1028.0,884,2320,1.0,2,1,3,1,1,1.0,224,0,0,0,0,0
176000,34.0,3230,419.0,310.0,729.0,729,1458,0.0,2,1,2,1,1,2.0,0,32,0,0,0,0
139000,70.04995836802665,11616,170.0,252.0,1092.0,0,1092,0.0,1,0,3,1,1,1.0,0,20,144,0,0,0
155000,74.0,8536,0.0,1125.0,1125.0,0,1125,0.0,1,1,2,1,0,2.0,80,64,0,0,0,0
320000,90.0,12376,1470.0,203.0,1673.0,1523,3222,1.0,3,0,5,1,2,3.0,367,0,0,0,0,0
163990,65.0,8461,0.0,728.0,728.0,728,1456,0.0,2,1,3,1,1,2.0,0,24,0,0,0,0
180000,70.04995836802665,21453,938.0,0.0,938.0,0,988,1.0,1,0,1,1,2,2.0,0,130,0,0,0,0
100000,50.0,6060,0.0,732.0,732.0,351,1123,0.0,1,0,3,1,0,1.0,0,0,140,0,0,0
136000,75.0,9464,570.0,510.0,1080.0,0,1080,0.0,1,0,3,1,0,1.0,0,0,0,130,0,0
153900,55.0,7892,300.0,899.0,1199.0,0,1199,0.0,2,0,2,1,0,2.0,0,63,0,0,0,0
181000,48.0,17043,0.0,1362.0,1362.0,0,1586,0.0,2,0,3,1,1,2.0,192,0,0,0,0,0
84500,60.0,6780,490.0,30.0,520.0,0,754,1.0,1,0,2,1,0,0.0,53,0,0,0,0,0
128000,70.04995836802665,4928,120.0,958.0,1078.0,0,958,0.0,2,0,2,1,1,2.0,0,205,0,0,0,0
87000,55.0,4388,116.0,556.0,672.0,0,840,0.0,1,0,3,1,1,0.0,0,0,0,0,0,0
155000,69.0,7590,512.0,148.0,660.0,688,1348,0.0,1,1,3,1,1,2.0,188,108,0,0,0,0
150000,69.0,8973,567.0,413.0,1008.0,0,1053,0.0,1,1,3,1,0,2.0,0,80,0,0,0,0
226000,88.0,14200,445.0,479.0,924.0,941,2157,0.0,2,1,4,1,2,2.0,105,66,0,0,0,0
244000,70.04995836802665,12224,695.0,297.0,992.0,1032,2054,1.0,2,1,3,1,1,2.0,24,48,0,0,0,0
150750,75.0,7388,405.0,658.0,1063.0,0,1327,1.0,1,0,3,1,0,2.0,0,0,0,0,0,0
220000,70.04995836802665,6853,1005.0,262.0,1267.0,0,1296,1.0,2,0,2,1,0,2.0,192,25,0,0,0,0
180000,78.0,10335,570.0,891.0,1461.0,0,1721,0.0,2,1,3,1,1,2.0,0,96,180,0,0,0
174000,80.0,10400,0.0,1304.0,1304.0,0,1682,0.0,2,0,3,1,1,2.0,98,0,0,0,0,0
143000,70.04995836802665,10355,695.0,519.0,1214.0,0,1214,0.0,2,0,3,1,1,1.0,0,111,0,0,0,0
171000,82.0,11070,0.0,1907.0,1907.0,0,1959,0.0,3,0,5,2,0,3.0,0,0,0,0,0,0
230000,73.0,9066,668.0,336.0,1004.0,848,1852,0.0,2,1,3,1,2,3.0,224,106,0,0,0,0
231500,65.0,15426,821.0,107.0,928.0,836,1764,1.0,2,1,3,1,0,2.0,276,99,0,0,0,0
115000,70.0,10500,432.0,432.0,864.0,0,864,0.0,1,0,3,1,1,0.0,0,0,0,0,0,0
260000,78.0,11645,1300.0,434.0,1734.0,0,1734,1.0,2,0,3,1,0,2.0,160,24,0,0,0,0
166000,71.0,8520,507.0,403.0,910.0,475,1385,0.0,2,0,4,1,0,2.0,0,0,0,0,0,0
204000,78.0,10335,679.0,811.0,1490.0,0,1501,1.0,2,0,3,1,0,2.0,144,29,0,0,0,0
125000,70.0,9100,1332.0,396.0,1728.0,0,1728,1.0,2,0,6,2,0,2.0,0,0,0,0,0,0
130000,24.0,2522,0.0,970.0,970.0,739,1709,0.0,2,0,3,1,0,2.0,0,40,0,0,0,0
105000,51.0,6120,209.0,506.0,715.0,0,875,1.0,1,0,2,1,0,1.0,48,0,0,0,0,0
222500,70.04995836802665,9505,0.0,884.0,884.0,1151,2035,0.0,2,1,3,1,1,2.0,144,48,0,0,0,0
141000,63.0,7500,680.0,400.0,1080.0,0,1080,1.0,1,0,3,1,0,0.0,0,0,0,0,0,0
115000,70.04995836802665,6240,0.0,896.0,896.0,448,1344,0.0,1,0,3,1,0,1.0,200,114,0,0,0,0
122000,120.0,10356,716.0,253.0,969.0,0,969,0.0,1,1,3,1,0,2.0,0,0,0,0,0,0
372402,107.0,13891,1400.0,310.0,1710.0,0,1710,1.0,2,0,2,1,1,3.0,0,102,0,0,0,0
190000,70.04995836802665,14803,416.0,409.0,825.0,896,1993,0.0,2,1,4,1,1,2.0,0,66,0,0,0,0
235000,70.04995836802665,13500,429.0,93.0,1602.0,0,1252,1.0,1,0,1,1,1,2.0,409,0,0,0,0,0
125000,84.0,11340,0.0,1200.0,1200.0,0,1200,0.0,1,0,4,1,0,1.0,0,0,228,0,0,0
79000,60.0,9600,0.0,572.0,572.0,524,1096,0.0,1,0,2,1,0,0.0,0,8,128,0,0,0
109500,60.0,7200,0.0,0.0,0.0,0,1040,0.0,1,0,2,1,0,2.0,0,0,0,0,0,0
269500,92.0,12003,0.0,774.0,774.0,1194,1968,0.0,2,1,4,1,1,3.0,0,75,0,0,0,0
254900,100.0,12552,222.0,769.0,991.0,956,1947,0.0,2,1,3,1,1,2.0,0,136,0,0,0,0
320000,134.0,19378,57.0,1335.0,1392.0,1070,2462,1.0,2,1,4,1,1,2.0,239,132,0,0,0,0
162500,70.04995836802665,11120,660.0,572.0,1232.0,0,1232,0.0,2,0,3,1,0,2.0,0,0,0,0,0,0
412500,110.0,13688,1016.0,556.0,1572.0,1096,2668,1.0,2,1,3,1,2,3.0,400,0,0,0,0,0
220000,95.0,12182,1201.0,340.0,1541.0,0,1541,0.0,2,0,3,1,1,2.0,0,70,0,0,0,0
103200,55.0,5500,0.0,882.0,882.0,0,882,0.0,1,0,1,1,0,0.0,0,0,0,0,0,0
152000,40.0,5400,370.0,779.0,1149.0,467,1616,0.0,2,0,3,1,0,1.0,0,0,183,0,0,0
127500,62.0,10106,351.0,112.0,644.0,547,1355,1.0,2,0,4,2,0,0.0,140,0,0,0,0,0
190000,70.04995836802665,10708,379.0,470.0,1617.0,0,1867,1.0,1,0,2,1,3,1.0,476,0,0,142,0,0
325624,86.0,10562,1288.0,294.0,1582.0,551,2161,1.0,1,1,3,1,1,3.0,178,120,0,0,0,0
183500,62.0,8244,0.0,840.0,840.0,880,1720,0.0,2,1,3,1,1,2.0,100,48,0,0,0,0
228000,70.04995836802665,16669,0.0,1686.0,1686.0,0,1707,0.0,2,1,2,1,1,2.0,574,64,0,0,0,0
128500,70.04995836802665,12358,360.0,360.0,720.0,0,1382,0.0,1,1,2,1,0,2.0,237,0,0,0,0,0
215000,141.0,31770,639.0,441.0,1080.0,0,1656,1.0,1,0,3,1,2,2.0,210,62,0,0,0,0
239000,44.0,5306,495.0,354.0,1064.0,703,1767,1.0,2,0,2,1,1,2.0,441,35,0,0,0,0
163000,80.0,10197,288.0,700.0,1362.0,0,1362,1.0,1,1,3,1,1,2.0,0,20,0,0,0,0
184000,47.0,12416,1398.0,0.0,1606.0,0,1651,1.0,2,0,3,1,1,2.0,192,0,0,0,0,0
243000,84.0,12615,477.0,725.0,1202.0,0,2158,1.0,2,0,4,1,1,2.0,0,29,39,0,0,0
211000,97.0,10029,831.0,320.0,1151.0,896,2060,0.0,2,1,4,1,1,2.0,0,228,0,192,0,0
172500,70.04995836802665,13650,57.0,554.0,1052.0,668,1920,1.0,2,0,4,1,1,2.0,0,0,0,0,0,0
501837,63.0,17423,1904.0,312.0,2216.0,0,2234,1.0,2,0,1,1,1,3.0,0,60,0,0,0,0
100000,60.0,8520,0.0,968.0,968.0,0,968,0.0,1,0,2,1,0,2.0,0,0,184,0,0,0
177000,70.04995836802665,2117,436.0,320.0,756.0,756,1525,0.0,2,1,3,1,1,2.0,0,0,0,0,0,0
200100,54.0,7588,352.0,441.0,793.0,901,1802,0.0,1,1,4,1,1,1.0,0,0,40,0,0,0
120000,60.0,9060,0.0,0.0,0.0,0,1340,0.0,1,0,3,1,1,1.0,116,0,0,0,0,0
200000,63.0,11426,0.0,1362.0,1362.0,720,2082,0.0,2,1,3,1,0,2.0,280,238,0,0,0,0
127000,92.0,7438,0.0,504.0,504.0,316,1252,0.0,1,0,3,1,0,2.0,104,0,0,0,0,0
475000,90.0,22950,0.0,1107.0,1107.0,1518,3608,0.0,2,1,4,1,2,3.0,0,260,0,410,0,0
173000,70.04995836802665,9947,611.0,577.0,1188.0,0,1217,1.0,2,0,3,1,0,2.0,168,27,0,0,0,0
135000,60.0,10410,0.0,660.0,660.0,704,1656,0.0,2,1,3,1,0,1.0,0,0,0,0,0,0
153337,64.0,7018,1086.0,0.0,1086.0,0,1224,2.0,0,2,2,2,2,2.0,120,0,0,0,0,0
286000,41.0,4923,1153.0,440.0,1593.0,0,1593,1.0,1,1,0,1,1,2.0,0,120,0,224,0,0
315000,70.0,10570,297.0,556.0,853.0,1178,2727,0.0,2,1,3,1,2,2.0,0,74,0,0,0,0
184000,70.04995836802665,7472,626.0,99.0,725.0,754,1479,1.0,1,1,4,1,0,2.0,0,32,0,0,0,0
192000,68.0,9017,560.0,871.0,1431.0,0,1431,1.0,2,0,3,1,0,2.0,0,35,0,0,0,0
130000,24.0,2522,0.0,970.0,970.0,739,1709,0.0,2,0,3,1,0,2.0,0,40,0,0,0,0
127000,60.0,7180,390.0,474.0,864.0,0,864,0.0,1,0,3,1,0,1.0,0,0,0,0,0,0
148500,24.0,2280,566.0,289.0,855.0,601,1456,0.0,2,1,3,1,1,2.0,87,0,0,0,0,0
311872,79.0,9416,1126.0,600.0,1726.0,0,1726,1.0,2,0,3,1,1,3.0,171,138,0,266,0,0
235000,174.0,25419,1036.0,140.0,1360.0,1360,3112,1.0,2,0,4,1,1,2.0,0,16,552,0,512,0
104000,92.0,5520,0.0,755.0,755.0,929,2229,0.0,1,0,5,1,0,0.0,0,198,30,0,0,0
274900,76.0,9591,1088.0,625.0,1713.0,0,1713,1.0,2,0,3,1,1,3.0,0,26,0,170,0,0
140000,80.0,8546,0.0,1121.0,1121.0,0,1121,0.0,2,0,2,1,0,2.0,132,64,0,0,0,0
171500,75.0,10125,641.0,276.0,1196.0,0,1279,0.0,2,0,3,1,2,2.0,238,83,0,0,0,0
112000,50.0,7000,617.0,0.0,617.0,445,1310,0.0,2,0,2,1,0,1.0,0,0,126,0,0,0
149000,70.04995836802665,4438,662.0,186.0,848.0,0,848,1.0,1,0,1,1,1,2.0,149,0,0,0,0,0
110000,50.0,3500,312.0,408.0,720.0,564,1284,0.0,1,1,2,1,0,1.0,0,35,0,0,0,0
180500,99.0,11851,0.0,1424.0,1424.0,0,1442,0.0,2,0,3,1,0,2.0,0,34,0,0,0,0
143900,40.0,13673,0.0,1140.0,1140.0,0,1696,0.0,1,1,3,1,1,1.0,0,30,0,0,0,0
141000,70.04995836802665,12493,419.0,375.0,1100.0,0,1100,1.0,1,0,3,1,1,1.0,355,0,0,0,0,0
277000,70.04995836802665,14364,1065.0,92.0,1157.0,882,2062,1.0,2,1,3,1,1,2.0,60,55,0,154,0,0
145000,75.0,8250,787.0,305.0,1092.0,0,1092,1.0,1,0,3,1,0,2.0,0,0,0,0,0,0
98000,67.0,5604,468.0,396.0,864.0,0,864,1.0,1,0,2,1,0,0.0,0,0,96,0,0,0
186000,83.0,10420,36.0,1176.0,1212.0,0,1212,0.0,2,0,3,1,0,2.0,100,22,0,0,0,0
252678,72.0,8640,822.0,78.0,900.0,920,1852,1.0,2,1,3,1,1,2.0,168,108,0,0,0,0
156000,43.0,13568,716.0,274.0,990.0,0,990,0.0,1,0,3,1,0,2.0,224,0,0,0,0,0
161750,70.04995836802665,10900,378.0,311.0,689.0,703,1392,0.0,1,1,3,1,0,1.0,0,36,0,0,0,450
134450,72.0,10011,360.0,710.0,1070.0,0,1236,0.0,1,0,2,1,1,1.0,0,0,0,0,0,0
210000,65.0,8450,946.0,490.0,1436.0,0,1436,1.0,2,0,3,1,0,2.0,139,98,0,0,0,0
107000,57.0,9906,0.0,686.0,686.0,518,1328,0.0,1,0,3,1,0,1.0,0,172,60,0,0,0
311500,70.04995836802665,15660,341.0,457.0,798.0,817,1954,0.0,1,1,3,1,2,2.0,0,119,150,0,0,0
167240,43.0,3010,16.0,1232.0,1248.0,0,1248,0.0,2,0,2,1,0,2.0,108,0,0,0,0,0
204900,73.0,8990,0.0,1498.0,1498.0,0,1498,0.0,2,0,2,1,0,2.0,351,33,0,0,0,0
200000,70.04995836802665,8068,0.0,1010.0,1010.0,1257,2267,0.0,2,1,4,1,1,2.0,120,46,0,0,0,0
179900,85.0,11475,550.0,163.0,713.0,741,1552,1.0,2,1,3,1,1,2.0,209,208,0,0,0,0
97000,70.0,10500,524.0,160.0,864.0,0,864,0.0,1,0,2,1,0,2.0,216,0,0,0,0,0
386250,103.0,13472,56.0,2336.0,2392.0,0,2392,0.0,2,0,3,1,1,3.0,248,105,0,0,0,0
112000,21.0,1680,0.0,630.0,630.0,672,1302,0.0,2,1,3,1,0,1.0,0,0,0,0,0,0
290000,82.0,9950,565.0,638.0,1203.0,1306,2520,0.0,2,1,4,1,1,3.0,224,114,0,0,0,0
106000,21.0,1869,321.0,162.0,483.0,504,987,0.0,1,1,2,1,0,1.0,0,0,0,0,0,0
125000,70.0,8521,842.0,70.0,912.0,0,912,0.0,1,0,3,1,1,1.0,0,0,0,0,0,0
192500,43.0,3182,16.0,1357.0,1373.0,0,1555,0.0,2,0,2,1,1,2.0,143,20,0,0,0,0
148000,73.0,8760,0.0,1194.0,1194.0,0,1194,1.0,1,0,3,1,0,1.0,0,0,120,0,0,0
403000,174.0,15138,689.0,773.0,1462.0,1304,2794,1.0,2,1,4,1,1,3.0,0,146,202,0,0,0
94500,21.0,1680,0.0,483.0,483.0,504,987,0.0,1,1,2,1,1,1.0,0,0,0,0,0,0
